EEG Emotion Detection Results
==================================================

Sample 1 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 165 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 166 -> Actual Label: NEUTRAL -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.37, POSITIVE: 0.63]
Sample 167 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 168 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 169 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 170 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 171 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 172 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.98, POSITIVE: 0.02]
Sample 173 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.85, NEUTRAL: 0.00, POSITIVE: 0.15]
Sample 174 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 175 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 176 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 177 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 178 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.94, POSITIVE: 0.06]
Sample 179 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 180 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 181 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.06, NEUTRAL: 0.00, POSITIVE: 0.93]
Sample 182 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 183 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 184 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 185 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 186 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 187 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 188 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 189 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 190 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 191 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 192 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 193 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 194 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 195 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 196 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 197 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 198 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 199 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 200 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 201 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 202 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 203 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 204 -> Actual Label: NEUTRAL -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.22, POSITIVE: 0.78]
Sample 205 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 206 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 207 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.70, NEUTRAL: 0.00, POSITIVE: 0.30]
Sample 208 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 209 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 210 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 211 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 212 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 213 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.09, POSITIVE: 0.91]
Sample 214 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 215 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 216 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 217 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 218 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 219 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 220 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 221 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 222 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.89, NEUTRAL: 0.00, POSITIVE: 0.11]
Sample 223 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 224 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 225 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 226 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 227 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 228 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 229 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 230 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 231 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.10, POSITIVE: 0.90]
Sample 232 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 233 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 234 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 235 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 236 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 237 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 238 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 239 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 240 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 241 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 242 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 243 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 244 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 245 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 246 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.98]
Sample 247 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 248 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.95, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 249 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 250 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 251 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 252 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.21, NEUTRAL: 0.00, POSITIVE: 0.78]
Sample 253 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 254 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 255 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 256 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 257 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 258 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 259 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 260 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 261 -> Actual Label: POSITIVE -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.62, POSITIVE: 0.38]
Sample 262 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 263 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 264 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 265 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 266 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.98, POSITIVE: 0.02]
Sample 267 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 268 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.93, NEUTRAL: 0.00, POSITIVE: 0.07]
Sample 269 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.83, NEUTRAL: 0.00, POSITIVE: 0.17]
Sample 270 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 271 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 272 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 273 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 274 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 275 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 276 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 277 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.02, NEUTRAL: 0.00, POSITIVE: 0.98]
Sample 278 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 279 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.03, NEUTRAL: 0.00, POSITIVE: 0.97]
Sample 280 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 281 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 282 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 283 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 284 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 285 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 286 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 287 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 288 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.93, POSITIVE: 0.06]
Sample 289 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 290 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 291 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 292 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 293 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.10, NEUTRAL: 0.00, POSITIVE: 0.90]
Sample 294 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 295 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.96, POSITIVE: 0.04]
Sample 296 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 297 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 298 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 299 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 300 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.84, POSITIVE: 0.16]
Sample 301 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 302 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 303 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 304 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.09, NEUTRAL: 0.00, POSITIVE: 0.91]
Sample 305 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.93, POSITIVE: 0.07]
Sample 306 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 307 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 308 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 309 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.94, NEUTRAL: 0.00, POSITIVE: 0.05]
Sample 310 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 311 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.91, NEUTRAL: 0.00, POSITIVE: 0.09]
Sample 312 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 313 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 314 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 315 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 316 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 317 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.03, POSITIVE: 0.97]
Sample 318 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 319 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 320 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 321 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 322 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.00]
Sample 323 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.78, NEUTRAL: 0.01, POSITIVE: 0.21]
Sample 324 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.93, NEUTRAL: 0.00, POSITIVE: 0.07]
Sample 325 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 326 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.91, NEUTRAL: 0.00, POSITIVE: 0.09]
Sample 327 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 328 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
